,date,season,neutral,playoff,home_team,away_team,home_elo_prob,away_elo_prob,home_carm-elo_prob,away_carm-elo_prob,home_raptor_prob,away_raptor_prob,home_score,away_score,home_ml,away_ml
6814,2013-01-07,2013,0,,POR,ORL,0.7510164306521959,0.248983569347804,,,,,125.0,119.0,-275,235
6815,2013-01-07,2013,0,,NYK,BOS,0.7453835083435741,0.2546164916564258,,,,,96.0,102.0,-300,250
6816,2013-01-07,2013,0,,WAS,OKC,0.1719694690139715,0.8280305309860285,,,,,101.0,99.0,650,-900
6817,2013-01-07,2013,0,,CHI,CLE,0.8683810063771574,0.1316189936228425,,,,,118.0,92.0,-375,305
6818,2013-01-07,2013,0,,NOP,SAS,0.2082139586284364,0.7917860413715636,,,,,95.0,88.0,320,-400
6819,2013-01-07,2013,0,,UTA,DAL,0.751606908248327,0.248393091751673,,,,,100.0,94.0,-210,175
6820,2013-01-08,2013,0,,IND,MIA,0.5610073203932378,0.4389926796067622,,,,,87.0,77.0,110,-130
6821,2013-01-08,2013,0,,HOU,LAL,0.7235390825769591,0.2764609174230409,,,,,125.0,112.0,-400,320
6822,2013-01-08,2013,0,,MIN,ATL,0.537938589280825,0.4620614107191749,,,,,108.0,103.0,-113,102
6823,2013-01-08,2013,0,,PHI,BRK,0.6025525699598219,0.3974474300401781,,,,,89.0,109.0,-113,102
6824,2013-01-08,2013,0,,MIL,PHO,0.6963317202639773,0.3036682797360227,,,,,108.0,99.0,-250,210
6825,2013-01-09,2013,0,,LAC,DAL,0.87414341577531,0.12585658422469,,,,,99.0,93.0,-650,475
6826,2013-01-09,2013,0,,CHI,MIL,0.7317611861183151,0.2682388138816849,,,,,96.0,104.0,-240,200
6827,2013-01-09,2013,0,,OKC,MIN,0.8517636095203569,0.1482363904796431,,,,,106.0,84.0,-1250,800
6828,2013-01-09,2013,0,,CHO,UTA,0.2992027780492361,0.7007972219507639,,,,,102.0,112.0,165,-190
6829,2013-01-09,2013,0,,BOS,PHO,0.7731653553093366,0.2268346446906634,,,,,87.0,79.0,-500,400
6830,2013-01-09,2013,0,,DEN,ORL,0.8703472945277826,0.1296527054722174,,,,,108.0,105.0,-825,625
6831,2013-01-09,2013,0,,TOR,PHI,0.6516568813536827,0.3483431186463173,,,,,90.0,72.0,-220,180
6832,2013-01-09,2013,0,,CLE,ATL,0.3338811873410163,0.6661188126589837,,,,,99.0,83.0,160,-180
6833,2013-01-09,2013,0,,GSW,MEM,0.5383546481813867,0.4616453518186133,,,,,87.0,94.0,-115,-105
6834,2013-01-09,2013,0,,SAS,LAL,0.8227644731241954,0.1772355268758045,,,,,108.0,105.0,-1600,1100
6835,2013-01-09,2013,0,,NOP,HOU,0.3445510730566407,0.6554489269433593,,,,,88.0,79.0,120,-140
6836,2013-01-10,2013,0,,IND,NYK,0.6122515101773772,0.3877484898226228,,,,,81.0,76.0,-240,200
6837,2013-01-10,2013,0,,SAC,DAL,0.6139467544797126,0.3860532455202874,,,,,112.0,117.0,-135,115
6838,2013-01-10,2013,0,,POR,MIA,0.4487792723453984,0.5512207276546016,,,,,92.0,90.0,150,-170
6839,2013-01-11,2013,0,,DEN,CLE,0.8967586180877962,0.1032413819122037,,,,,98.0,91.0,-975,685
6840,2013-01-11,2013,0,,GSW,POR,0.7136754873057776,0.2863245126942224,,,,,103.0,97.0,-350,290
6841,2013-01-11,2013,0,,NOP,MIN,0.5429395009954667,0.4570604990045332,,,,,104.0,92.0,-150,130
6842,2013-01-11,2013,0,,NYK,CHI,0.7078385261725393,0.2921614738274607,,,,,101.0,108.0,-190,165
6843,2013-01-11,2013,0,,BOS,HOU,0.5783003698856845,0.4216996301143155,,,,,103.0,91.0,-150,130
6844,2013-01-11,2013,0,,LAL,OKC,0.4072533181743273,0.5927466818256726,,,,,101.0,116.0,230,-270
6845,2013-01-11,2013,0,,MEM,SAS,0.567145187019753,0.432854812980247,,,,,101.0,98.0,-135,115
6846,2013-01-11,2013,0,,ATL,UTA,0.6244169774239202,0.3755830225760798,,,,,103.0,95.0,-200,170
6847,2013-01-11,2013,0,,TOR,CHO,0.8430368948586441,0.1569631051413559,,,,,99.0,78.0,-420,330
6848,2013-01-11,2013,0,,MIL,DET,0.7181950312886954,0.2818049687113045,,,,,87.0,103.0,-240,200
6849,2013-01-11,2013,0,,BRK,PHO,0.7509363374891951,0.2490636625108049,,,,,99.0,79.0,-350,290
6850,2013-01-12,2013,0,,DAL,MEM,0.3476865200528949,0.6523134799471051,,,,,104.0,83.0,-105,-115
6851,2013-01-12,2013,0,,DET,UTA,0.5476180578945553,0.4523819421054447,,,,,87.0,90.0,-140,120
6852,2013-01-12,2013,0,,WAS,ATL,0.3661682797613876,0.6338317202386123,,,,,93.0,83.0,125,-145
6853,2013-01-12,2013,0,,PHI,HOU,0.4377752529982913,0.5622247470017087,,,,,107.0,100.0,-115,-105
6854,2013-01-12,2013,0,,SAC,MIA,0.3379593192141037,0.6620406807858963,,,,,99.0,128.0,285,-345
6855,2013-01-12,2013,0,,IND,CHO,0.9165054634888172,0.0834945365111827,,,,,96.0,88.0,-935,635
6856,2013-01-12,2013,0,,LAC,ORL,0.8998631413204989,0.100136858679501,,,,,101.0,104.0,-1365,915
6857,2013-01-12,2013,0,,CHI,PHO,0.7972362600453504,0.2027637399546495,,,,,81.0,97.0,-415,335
6858,2013-01-13,2013,0,,TOR,MIL,0.6326881441968515,0.3673118558031485,,,,,96.0,107.0,-150,130
6859,2013-01-13,2013,0,,DEN,GSW,0.7230519776231058,0.2769480223768942,,,,,116.0,105.0,-275,235
6860,2013-01-13,2013,0,,BRK,IND,0.5532314402064924,0.4467685597935076,,,,,97.0,86.0,-195,170
6861,2013-01-13,2013,0,,NYK,NOP,0.8217015370280663,0.1782984629719337,,,,,100.0,87.0,-305,255
6862,2013-01-13,2013,0,,LAL,CLE,0.8272194055412797,0.1727805944587203,,,,,113.0,93.0,-610,460
6863,2013-01-13,2013,0,,SAS,MIN,0.8649354308003846,0.1350645691996154,,,,,106.0,88.0,-1150,750
6864,2013-01-14,2013,0,,WAS,ORL,0.567073396939997,0.4329266030600029,,,,,120.0,91.0,-130,110
6865,2013-01-14,2013,0,,MEM,LAC,0.5980767277388978,0.4019232722611022,,,,,73.0,99.0,-190,165
6866,2013-01-14,2013,0,,PHO,OKC,0.2876985053458246,0.7123014946541755,,,,,90.0,102.0,190,-230
6867,2013-01-14,2013,0,,SAC,CLE,0.7013499844495097,0.2986500155504903,,,,,124.0,118.0,-250,210
6868,2013-01-14,2013,0,,BOS,CHO,0.9023438572907958,0.0976561427092042,,,,,100.0,89.0,-700,500
6869,2013-01-14,2013,0,,DAL,MIN,0.6361287332804777,0.3638712667195223,,,,,113.0,98.0,-320,260
6870,2013-01-14,2013,0,,UTA,MIA,0.5066963805089753,0.4933036194910247,,,,,104.0,97.0,135,-155
6871,2013-01-14,2013,0,,CHI,ATL,0.6597614928166071,0.3402385071833929,,,,,97.0,58.0,-190,165
6872,2013-01-15,2013,0,,DEN,POR,0.8016133509550978,0.1983866490449022,,,,,115.0,111.0,-480,380
6873,2013-01-15,2013,0,,HOU,LAC,0.491726127974774,0.508273872025226,,,,,109.0,117.0,-170,150
6874,2013-01-15,2013,0,,LAL,MIL,0.6752127942273728,0.3247872057726272,,,,,104.0,88.0,-260,220
6875,2013-01-15,2013,0,,BRK,TOR,0.7363699967715764,0.2636300032284235,,,,,113.0,106.0,-290,245
6876,2013-01-15,2013,0,,CHO,IND,0.2293396988321283,0.7706603011678717,,,,,76.0,103.0,300,-360
6877,2013-01-15,2013,0,,PHI,NOP,0.6836181383065115,0.3163818616934885,,,,,99.0,111.0,-155,135
6878,2013-01-16,2013,0,,POR,CLE,0.8062370449455719,0.1937629550544281,,,,,88.0,93.0,-255,215
6879,2013-01-16,2013,0,,SAS,MEM,0.7557244613044891,0.2442755386955108,,,,,103.0,82.0,-250,210
6880,2013-01-16,2013,0,,OKC,DEN,0.7406993021926837,0.2593006978073163,,,,,117.0,97.0,-470,370
6881,2013-01-16,2013,0,,DAL,HOU,0.5100177826039114,0.4899822173960886,,,,,105.0,100.0,-180,160
6882,2013-01-16,2013,0,,BOS,NOP,0.7850194509640299,0.21498054903597,,,,,78.0,90.0,-400,330
6883,2013-01-16,2013,0,,GSW,MIA,0.5395460130937799,0.4604539869062201,,,,,75.0,92.0,170,-195
6884,2013-01-16,2013,0,,ORL,IND,0.355242096515867,0.644757903484133,,,,,97.0,86.0,105,-125
6885,2013-01-16,2013,0,,ATL,BRK,0.5845025234798045,0.4154974765201955,,,,,109.0,95.0,-145,125
6886,2013-01-16,2013,0,,TOR,CHI,0.509237495827011,0.4907625041729889,,,,,105.0,107.0,165,-190
6887,2013-01-16,2013,0,,SAC,WAS,0.6722660513995633,0.3277339486004367,,,,,95.0,94.0,-200,175
6888,2013-01-17,2013,0,,PHO,MIL,0.5818091383519507,0.4181908616480493,,,,,94.0,98.0,100,-120
6889,2013-01-17,2013,0,,LAL,MIA,0.4859760430082392,0.5140239569917607,,,,,90.0,99.0,-145,125
6890,2013-01-17,2013,0,,MIN,LAC,0.318943818326533,0.681056181673467,,,,,77.0,90.0,190,-230
6891,2013-01-18,2013,0,,SAS,GSW,0.8240644245804183,0.1759355754195817,,,,,95.0,88.0,-850,625
6892,2013-01-18,2013,0,,MEM,SAC,0.8471568210209651,0.1528431789790348,,,,,85.0,69.0,-520,410
6893,2013-01-18,2013,0,,IND,HOU,0.6588319247082638,0.3411680752917362,,,,,105.0,95.0,-190,165
6894,2013-01-18,2013,0,,PHI,TOR,0.6175570910747799,0.3824429089252201,,,,,108.0,101.0,-190,165
6895,2013-01-18,2013,0,,DEN,WAS,0.8868611221618383,0.1131388778381616,,,,,108.0,112.0,-700,500
6896,2013-01-18,2013,0,,ORL,CHO,0.7977511953020487,0.2022488046979512,,,,,100.0,106.0,-320,260
6897,2013-01-18,2013,0,,BOS,CHI,0.618960127431489,0.381039872568511,,,,,99.0,100.0,-135,115
6898,2013-01-18,2013,0,,DAL,OKC,0.3081188403482617,0.6918811596517382,,,,,114.0,117.0,210,-250
6899,2013-01-18,2013,0,,BRK,ATL,0.6665295230504416,0.3334704769495584,,,,,94.0,89.0,-290,245
6900,2013-01-19,2013,0,,CHI,MEM,0.5893124060724132,0.4106875939275868,,,,,82.0,85.0,115,-135
6901,2013-01-19,2013,0,,NOP,GSW,0.5357113323949996,0.4642886676050004,,,,,112.0,116.0,-210,180
6902,2013-01-19,2013,0,,ATL,SAS,0.3609731271602273,0.6390268728397728,,,,,93.0,98.0,145,-165
6903,2013-01-19,2013,0,,LAC,WAS,0.9161548165677426,0.0838451834322574,,,,,94.0,87.0,-1170,770
6904,2013-01-19,2013,0,,POR,MIL,0.6073334254833208,0.3926665745166792,,,,,104.0,110.0,-185,165
6905,2013-01-19,2013,0,,MIN,HOU,0.4971422351955339,0.5028577648044661,,,,,92.0,79.0,190,-225
6906,2013-01-19,2013,0,,CHO,SAC,0.4799946011824142,0.5200053988175857,,,,,93.0,97.0,125,-145
6907,2013-01-19,2013,0,,UTA,CLE,0.8448351865845435,0.1551648134154565,,,,,109.0,98.0,-470,370
6908,2013-01-20,2013,0,,ORL,DAL,0.5128208610236948,0.4871791389763051,,,,,105.0,111.0,135,-155
6909,2013-01-20,2013,0,,DEN,OKC,0.4770281814216798,0.5229718185783201,,,,,121.0,118.0,100,-120
6910,2013-01-20,2013,0,,DET,BOS,0.5243541513278726,0.4756458486721274,,,,,103.0,88.0,110,-130
6911,2013-01-20,2013,0,,TOR,LAL,0.533649551503304,0.466350448496696,,,,,108.0,103.0,170,-200
6912,2013-01-21,2013,0,,GSW,LAC,0.4168539036090673,0.5831460963909327,,,,,106.0,99.0,165,-185
6913,2013-01-21,2013,0,,PHI,SAS,0.2720200509336588,0.7279799490663412,,,,,85.0,90.0,210,-250
6914,2013-01-21,2013,0,,CHI,LAL,0.6885206695818119,0.3114793304181881,,,,,95.0,83.0,-105,-115
6915,2013-01-21,2013,0,,CHO,HOU,0.2747903945829526,0.7252096054170474,,,,,94.0,100.0,270,-320
6916,2013-01-21,2013,0,,MEM,IND,0.670039014936204,0.329960985063796,,,,,81.0,82.0,-265,225
6917,2013-01-21,2013,0,,NOP,SAC,0.7066454555755413,0.2933545444244587,,,,,114.0,105.0,-240,200
6918,2013-01-21,2013,0,,ATL,MIN,0.6895217312251011,0.3104782687748989,,,,,104.0,96.0,-390,320
6919,2013-01-21,2013,0,,NYK,BRK,0.7180113821480418,0.2819886178519581,,,,,85.0,88.0,-165,145
6920,2013-01-21,2013,0,,POR,WAS,0.7375755650955177,0.2624244349044823,,,,,95.0,98.0,-285,245
6921,2013-01-22,2013,0,,LAC,OKC,0.5991815622477371,0.4008184377522629,,,,,97.0,109.0,120,-140
6922,2013-01-22,2013,0,,MIL,PHI,0.724566619511373,0.275433380488627,,,,,110.0,102.0,-300,250
6923,2013-01-22,2013,0,,DET,ORL,0.7428396198574398,0.2571603801425601,,,,,105.0,90.0,-200,170
6924,2013-01-22,2013,0,,CLE,BOS,0.3975779883688397,0.6024220116311603,,,,,95.0,90.0,180,-220
6925,2013-01-23,2013,0,,HOU,DEN,0.544015389469619,0.455984610530381,,,,,95.0,105.0,-155,135
6926,2013-01-23,2013,0,,UTA,WAS,0.8150684246962575,0.1849315753037425,,,,,92.0,88.0,-305,255
6927,2013-01-23,2013,0,,POR,IND,0.4484795361982947,0.5515204638017053,,,,,100.0,80.0,-120,100
6928,2013-01-23,2013,0,,GSW,OKC,0.3832389758602177,0.6167610241397823,,,,,104.0,99.0,100,-120
6929,2013-01-23,2013,0,,MIN,BRK,0.5194422870765525,0.4805577129234475,,,,,83.0,91.0,190,-230
6930,2013-01-23,2013,0,,SAS,NOP,0.8871279270420104,0.1128720729579896,,,,,106.0,102.0,-435,345
6931,2013-01-23,2013,0,,CHI,DET,0.749556344341709,0.2504436556582909,,,,,85.0,82.0,-290,250
6932,2013-01-23,2013,0,,MIA,TOR,0.8480304888265933,0.1519695111734067,,,,,123.0,116.0,-650,490
6933,2013-01-23,2013,0,,SAC,PHO,0.5809084278808307,0.4190915721191692,,,,,96.0,106.0,-160,140
6934,2013-01-23,2013,0,,CHO,ATL,0.3103504883063253,0.6896495116936747,,,,,92.0,104.0,115,-135
6935,2013-01-23,2013,0,,MEM,LAL,0.7484956371111174,0.2515043628888825,,,,,106.0,93.0,-165,145
6936,2013-01-24,2013,0,,ORL,TOR,0.5334820770480345,0.4665179229519655,,,,,95.0,97.0,-175,155
6937,2013-01-24,2013,0,,PHO,LAC,0.3285965851311789,0.671403414868821,,,,,93.0,88.0,235,-275
6938,2013-01-24,2013,0,,BOS,NYK,0.5321758354914977,0.4678241645085023,,,,,86.0,89.0,105,-125
6939,2013-01-25,2013,0,,CHI,GSW,0.6425806061885435,0.3574193938114565,,,,,103.0,87.0,-135,115
6940,2013-01-25,2013,0,,SAC,OKC,0.1979412034187769,0.8020587965812231,,,,,95.0,105.0,450,-600
6941,2013-01-25,2013,0,,LAL,UTA,0.5754134350548045,0.4245865649451955,,,,,102.0,84.0,-210,175
6942,2013-01-25,2013,0,,WAS,MIN,0.5565048052185451,0.4434951947814549,,,,,114.0,101.0,-270,230
6943,2013-01-25,2013,0,,MEM,BRK,0.7014559580407944,0.2985440419592056,,,,,101.0,77.0,-175,155
6944,2013-01-25,2013,0,,ATL,BOS,0.6513085599995682,0.3486914400004318,,,,,123.0,111.0,-220,180
6945,2013-01-25,2013,0,,DAL,SAS,0.3211635017402394,0.6788364982597606,,,,,107.0,113.0,-130,110
6946,2013-01-25,2013,0,,MIA,DET,0.8380636006607654,0.1619363993392346,,,,,110.0,88.0,-550,425
6947,2013-01-25,2013,0,,CLE,MIL,0.426019871561768,0.573980128438232,,,,,113.0,108.0,160,-180
6948,2013-01-25,2013,0,,NOP,HOU,0.5314260794559854,0.4685739205440146,,,,,82.0,100.0,-135,115
6949,2013-01-26,2013,0,,POR,LAC,0.3686435403442565,0.6313564596557435,,,,,101.0,100.0,-105,-115
6950,2013-01-26,2013,0,,HOU,BRK,0.6465928151952038,0.3534071848047961,,,,,119.0,106.0,-180,160
6951,2013-01-26,2013,0,,WAS,CHI,0.3981875450382041,0.6018124549617959,,,,,86.0,73.0,105,-125
6952,2013-01-26,2013,0,,CHO,MIN,0.3918128855782184,0.6081871144217816,,,,,102.0,101.0,-150,130
6953,2013-01-26,2013,0,,SAS,PHO,0.8883375231440745,0.1116624768559254,,,,,108.0,99.0,-500,400
6954,2013-01-26,2013,0,,TOR,CLE,0.747582428112401,0.2524175718875989,,,,,98.0,99.0,-300,250
6955,2013-01-26,2013,0,,DEN,SAC,0.8814274110998782,0.1185725889001217,,,,,121.0,93.0,-1250,800
6956,2013-01-26,2013,0,,PHI,NYK,0.4104286231818047,0.5895713768181953,,,,,97.0,80.0,160,-180
6957,2013-01-26,2013,0,,UTA,IND,0.5988683879304573,0.4011316120695427,,,,,114.0,110.0,-130,110
6958,2013-01-26,2013,0,,MIL,GSW,0.5718101546653424,0.4281898453346576,,,,,109.0,102.0,-130,110
6959,2013-01-27,2013,0,,BOS,MIA,0.4165593765258044,0.5834406234741956,,,,,100.0,98.0,175,-210
6960,2013-01-27,2013,0,,DAL,PHO,0.6698953137665374,0.3301046862334625,,,,,110.0,95.0,-360,300
6961,2013-01-27,2013,0,,LAL,OKC,0.344394698164836,0.655605301835164,,,,,105.0,96.0,145,-165
6962,2013-01-27,2013,0,,ORL,DET,0.507838220948167,0.492161779051833,,,,,102.0,104.0,-130,110
6963,2013-01-27,2013,0,,LAC,POR,0.8355968785745042,0.1644031214254958,,,,,96.0,83.0,-500,400
6964,2013-01-27,2013,0,,NYK,ATL,0.7099918923953112,0.2900081076046887,,,,,106.0,104.0,-235,195
6965,2013-01-27,2013,0,,MEM,NOP,0.8291595009225067,0.1708404990774933,,,,,83.0,91.0,-325,265
6966,2013-01-28,2013,0,,PHI,MEM,0.4379406036294176,0.5620593963705823,,,,,100.0,103.0,115,-135
6967,2013-01-28,2013,0,,WAS,SAC,0.6929347890020883,0.3070652109979117,,,,,94.0,96.0,-310,255
6968,2013-01-28,2013,0,,CHI,CHO,0.9030945462165418,0.0969054537834581,,,,,93.0,85.0,-900,650
6969,2013-01-28,2013,0,,UTA,HOU,0.6197161868538992,0.3802838131461008,,,,,80.0,125.0,-160,140
6970,2013-01-28,2013,0,,DEN,IND,0.7225495724541932,0.2774504275458068,,,,,102.0,101.0,-240,200
6971,2013-01-28,2013,0,,BRK,ORL,0.8293045978190055,0.1706954021809945,,,,,97.0,77.0,-500,400
6972,2013-01-28,2013,0,,TOR,GSW,0.5053813652966493,0.4946186347033506,,,,,102.0,114.0,120,-140
6973,2013-01-29,2013,0,,DET,MIL,0.5841489231503465,0.4158510768496535,,,,,90.0,117.0,-120,100
6974,2013-01-29,2013,0,,CLE,GSW,0.3835389046541989,0.6164610953458011,,,,,95.0,108.0,100,-120
6975,2013-01-29,2013,0,,POR,DAL,0.616626720357986,0.3833732796420139,,,,,106.0,104.0,-150,130
6976,2013-01-29,2013,0,,LAL,NOP,0.7284872606343735,0.2715127393656265,,,,,111.0,106.0,-350,290
6977,2013-01-30,2013,0,,BRK,MIA,0.4867761723120254,0.5132238276879746,,,,,85.0,105.0,115,-135
6978,2013-01-30,2013,0,,BOS,SAC,0.7830038034761311,0.2169961965238689,,,,,99.0,81.0,-300,250
6979,2013-01-30,2013,0,,ATL,TOR,0.7420046506897756,0.2579953493102244,,,,,93.0,92.0,-305,255
6980,2013-01-30,2013,0,,MIN,LAC,0.3246512606004562,0.6753487393995439,,,,,90.0,96.0,170,-195
6981,2013-01-30,2013,0,,UTA,NOP,0.7018736137303576,0.2981263862696424,,,,,104.0,99.0,-375,315
6982,2013-01-30,2013,0,,MIL,CHI,0.607433223454413,0.392566776545587,,,,,88.0,104.0,-115,-105
6983,2013-01-30,2013,0,,DEN,HOU,0.6845888352983269,0.3154111647016731,,,,,118.0,110.0,-170,150
6984,2013-01-30,2013,0,,NYK,ORL,0.8644430909492418,0.1355569090507582,,,,,113.0,97.0,-475,375
6985,2013-01-30,2013,0,,PHO,LAL,0.5247337366300763,0.4752662633699237,,,,,92.0,86.0,135,-155
6986,2013-01-30,2013,0,,PHI,WAS,0.6893357386621322,0.3106642613378678,,,,,92.0,84.0,-160,140
6987,2013-01-30,2013,0,,SAS,CHO,0.9607566434517448,0.039243356548255,,,,,102.0,78.0,-2295,1495
6988,2013-01-30,2013,0,,IND,DET,0.7797089830647773,0.2202910169352226,,,,,98.0,79.0,-415,335
6989,2013-01-31,2013,0,,GSW,DAL,0.7364270969307747,0.2635729030692253,,,,,100.0,97.0,-175,155
6990,2013-01-31,2013,0,,OKC,MEM,0.7748361666173478,0.2251638333826522,,,,,106.0,89.0,-600,450
6991,2013-02-01,2013,0,,MEM,WAS,0.8420421905351771,0.1579578094648228,,,,,85.0,76.0,-270,230
6992,2013-02-01,2013,0,,NYK,MIL,0.7248309983126102,0.2751690016873898,,,,,96.0,86.0,-220,180
6993,2013-02-01,2013,0,,PHI,SAC,0.7329898769994027,0.2670101230005973,,,,,89.0,80.0,-270,230
6994,2013-02-01,2013,0,,MIN,LAL,0.5048136932301979,0.4951863067698021,,,,,100.0,111.0,130,-150
6995,2013-02-01,2013,0,,TOR,LAC,0.3191808180181149,0.6808191819818851,,,,,98.0,73.0,155,-175
6996,2013-02-01,2013,0,,IND,MIA,0.5012423860123606,0.4987576139876394,,,,,102.0,89.0,115,-135
6997,2013-02-01,2013,0,,BOS,ORL,0.8126505811494383,0.1873494188505616,,,,,97.0,84.0,-440,340
6998,2013-02-01,2013,0,,PHO,DAL,0.6051562472126722,0.3948437527873277,,,,,99.0,109.0,-160,140
6999,2013-02-01,2013,0,,DEN,NOP,0.8383355955862378,0.1616644044137621,,,,,113.0,98.0,-330,270
7000,2013-02-01,2013,0,,UTA,POR,0.6812660889512407,0.3187339110487592,,,,,86.0,77.0,-200,170
7001,2013-02-01,2013,0,,DET,CLE,0.7289110642981376,0.2710889357018624,,,,,117.0,99.0,-190,165
7002,2013-02-01,2013,0,,BRK,CHI,0.5725667098407322,0.4274332901592678,,,,,93.0,89.0,-210,175
7003,2013-02-02,2013,0,,MIN,NOP,0.5999686333767853,0.4000313666232147,,,,,115.0,86.0,-170,150
7004,2013-02-02,2013,0,,POR,UTA,0.581048564637959,0.418951435362041,,,,,105.0,99.0,-200,170
7005,2013-02-02,2013,0,,ATL,CHI,0.5731328123005363,0.4268671876994637,,,,,76.0,93.0,-300,8
7006,2013-02-02,2013,0,,HOU,CHO,0.9209984437803028,0.0790015562196971,,,,,109.0,95.0,-1000,700
7007,2013-02-02,2013,0,,CLE,OKC,0.181158202542086,0.818841797457914,,,,,115.0,110.0,600,-800
7008,2013-02-02,2013,0,,MIL,ORL,0.8157267815680305,0.1842732184319695,,,,,107.0,98.0,-650,475
7009,2013-02-02,2013,0,,SAS,WAS,0.9194713870023856,0.0805286129976143,,,,,96.0,86.0,-1250,800
7010,2013-02-02,2013,0,,GSW,PHO,0.7829060779869788,0.2170939220130212,,,,,113.0,93.0,-650,475
7011,2013-02-02,2013,0,,NYK,SAC,0.8609638683634768,0.1390361316365231,,,,,120.0,81.0,-850,650
7012,2013-02-03,2013,0,,DET,LAL,0.509295328407083,0.490704671592917,,,,,97.0,98.0,110,-130
7013,2013-02-03,2013,0,,BOS,LAC,0.4673422242798399,0.53265777572016,,,,,106.0,104.0,102,-113
7014,2013-02-03,2013,0,,TOR,MIA,0.3714036163644549,0.628596383635545,,,,,85.0,100.0,190,-230
7015,2013-02-04,2013,0,,OKC,DAL,0.8547290676887102,0.1452709323112898,,,,,112.0,91.0,-380,310
7016,2013-02-04,2013,0,,MIA,CHO,0.946727887364202,0.053272112635798,,,,,99.0,94.0,-2000,1200
7017,2013-02-04,2013,0,,IND,CHI,0.6299272293196384,0.3700727706803616,,,,,111.0,101.0,-220,180
7018,2013-02-04,2013,0,,PHI,ORL,0.7675693591365003,0.2324306408634997,,,,,78.0,61.0,-600,450
7019,2013-02-04,2013,0,,MIN,POR,0.5829205086690991,0.4170794913309009,,,,,98.0,100.0,-175,155
7020,2013-02-04,2013,0,,NYK,DET,0.8122494647361561,0.1877505352638439,,,,,99.0,85.0,-600,450
7021,2013-02-04,2013,0,,WAS,LAC,0.3182177697988492,0.6817822302011508,,,,,98.0,90.0,130,-150
7022,2013-02-04,2013,0,,UTA,SAC,0.8006976006417181,0.1993023993582818,,,,,98.0,91.0,-460,360
7023,2013-02-05,2013,0,,DEN,MIL,0.7880339994851586,0.2119660005148413,,,,,112.0,104.0,-300,250
7024,2013-02-05,2013,0,,BRK,LAL,0.6266501948301364,0.3733498051698636,,,,,83.0,92.0,-170,150
7025,2013-02-05,2013,0,,HOU,GSW,0.66689509733287,0.33310490266713,,,,,140.0,109.0,-140,120
7026,2013-02-05,2013,0,,IND,ATL,0.741854863088668,0.258145136911332,,,,,114.0,103.0,-260,220
7027,2013-02-05,2013,0,,MEM,PHO,0.8149679259599607,0.1850320740400393,,,,,90.0,96.0,-465,365
7028,2013-02-06,2013,0,,TOR,BOS,0.5500839571818096,0.4499160428181904,,,,,95.0,99.0,-170,150
7029,2013-02-06,2013,0,,PHI,IND,0.4563287706637464,0.5436712293362536,,,,,69.0,88.0,-130,110
7030,2013-02-06,2013,0,,UTA,MIL,0.640556734291364,0.359443265708636,,,,,100.0,86.0,-225,190
7031,2013-02-06,2013,0,,MIN,SAS,0.2444805862907881,0.7555194137092118,,,,,94.0,104.0,175,-200
7032,2013-02-06,2013,0,,NOP,PHO,0.6096329338976955,0.3903670661023045,,,,,93.0,84.0,-270,230
7033,2013-02-06,2013,0,,ATL,MEM,0.5270289999278316,0.4729710000721684,,,,,103.0,92.0,110,-130
7034,2013-02-06,2013,0,,ORL,LAC,0.2675197812750189,0.732480218724981,,,,,76.0,86.0,170,-200
7035,2013-02-06,2013,0,,WAS,NYK,0.3798377239597602,0.6201622760402399,,,,,106.0,96.0,170,-195
7036,2013-02-06,2013,0,,CLE,CHO,0.768316887488329,0.2316831125116709,,,,,122.0,95.0,-255,215
7037,2013-02-06,2013,0,,DAL,POR,0.6542843538503113,0.3457156461496887,,,,,105.0,99.0,-210,180
7038,2013-02-06,2013,0,,MIA,HOU,0.7118882006898049,0.2881117993101951,,,,,114.0,108.0,-355,295
7039,2013-02-06,2013,0,,DET,BRK,0.5249505066685509,0.4750494933314491,,,,,90.0,93.0,-130,110
7040,2013-02-06,2013,0,,OKC,GSW,0.8074993567557441,0.1925006432442558,,,,,119.0,98.0,-835,610
7041,2013-02-07,2013,0,,BOS,LAL,0.6018416988425832,0.3981583011574168,,,,,116.0,95.0,-125,105
7042,2013-02-07,2013,0,,DEN,CHI,0.7194728451138097,0.2805271548861903,,,,,128.0,96.0,-240,200
7043,2013-02-08,2013,0,,ATL,NOP,0.7271447233181093,0.2728552766818907,,,,,100.0,111.0,-210,175
7044,2013-02-08,2013,0,,UTA,CHI,0.570468274309272,0.4295317256907279,,,,,89.0,93.0,-180,160
7045,2013-02-08,2013,0,,IND,TOR,0.8165385942950084,0.1834614057049916,,,,,98.0,100.0,-350,290
7046,2013-02-08,2013,0,,DET,SAS,0.2409567187083351,0.7590432812916649,,,,,119.0,109.0,200,-240
7047,2013-02-08,2013,0,,MIA,LAC,0.698798217094339,0.301201782905661,,,,,111.0,89.0,-165,145
7048,2013-02-08,2013,0,,OKC,PHO,0.8921776397199449,0.1078223602800551,,,,,127.0,96.0,-1579,1054
7049,2013-02-08,2013,0,,MEM,GSW,0.6604452443825057,0.3395547556174942,,,,,99.0,93.0,-160,140
7050,2013-02-08,2013,0,,WAS,BRK,0.5036236298470708,0.4963763701529292,,,,,89.0,74.0,-114,103
